,Animal,GENDER,Genotype (I.D.),PCA,Pain Score,Paw Height (mm),Paw Velocity (mm/s),Stimulus,TIME,TiME,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Zscore Height,Zscore Pain,Zscore Velocity,file,pca1,Paw Velocity (mm/s)_scaled,Paw Height (mm)_scaled,Pain Score_scaled,used for training,p_pain
32,3.0,,C57,,1.5,28.79,1775.87,heavy pinprick,,,,,,,,,,,,,,,,C57 male.csv,1.857477115869504,0.5978338942136628,2.5149375761016386,0.13159033899195374,,0.9565238034805816
33,4.0,,C57,,2.33,18.45,1340.16,heavy pinprick,,,,,,,,,,,,,,,,C57 male.csv,0.9618673695650256,0.07339718667739532,0.943054084888114,0.677690245808562,,0.9602122380911874
34,5.0,,C57,,2.67,28.85,2242.98,heavy pinprick,,,,,,,,,,,,,,,,C57 male.csv,2.6350318984700887,1.1600648057311083,2.5240587569017174,0.9013938220948834,,0.9574868361202246
35,6.0,,C57,,2.0,20.65,1588.85,heavy pinprick,,,,,,,,,,,,,,,,C57 male.csv,1.2077264957498977,0.3727296894824591,1.2774973808909915,0.4605661864718382,,0.9543157027184618
36,7.0,,C57,,2.67,22.15,1693.6,heavy pinprick,,,,,,,,,,,,,,,,C57 male.csv,1.6619380744170271,0.49881067250883915,1.5055269008929533,0.9013938220948834,,0.9542168789113495
37,8.0,,C57,,2.33,23.19,2358.2,heavy pinprick,,,,,,,,,,,,,,,,C57 male.csv,2.1039339454627806,1.2987478688747787,1.663627368094314,0.677690245808562,,0.9591411462004822
38,9.0,,C57,,1.67,13.44,1384.8,heavy pinprick,,,,,,,,,,,,,,,,C57 male.csv,0.31671855595757886,0.12712754545827923,0.1814354880815611,0.24344212713511443,,0.9706913378479798
39,10.0,,C57,,2.67,28.94,2472.2,heavy pinprick,,,,,,,,,,,,,,,,C57 male.csv,2.8080008806254826,1.435962494793703,2.5377405281018346,0.9013938220948834,,0.9528515012109566
0,1.0,,C57,,2.0,6.55,1738.25,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,0.10088967423533733,0.552553067660418,-0.8659801071274508,0.4605661864718382,,0.9587169445687799
1,2.0,,C57,,0.0,4.14,235.76,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,-1.9344535282533961,-1.255899592838921,-1.232347535930603,-0.8553372034476996,,0.1324316196249401
2,3.0,,C57,,1.0,5.5,1416.35,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,-0.593968403068261,0.16510229499987622,-1.0256007711288242,-0.1973855084879307,,0.425220932363444
3,4.0,,C57,,0.0,6.73,696.17,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,-1.3795072823561232,-0.7017330496868863,-0.8386165647272152,-0.8553372034476996,,0.06109455150067428
4,5.0,,C57,,0.0,5.88,621.26,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,-1.5067165658391282,-0.7918975025604531,-0.9678332927283271,-0.8553372034476996,,0.06278854009379017
